Executing whmapi1 listaccts search= searchtype=owner

USER: apexfakt
apexfaktor.hr
[('apexfaktor.hr', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=apexfaktor.hr
Domain apexfaktor.hr is using correct SPF
Line:  24 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 18
TODO: mail.domain.tld needs to be A record! Line: 20
apexfakt.lin44.host25.com
[('apexfakt.lin44.host25.com', ['178.218.166.201'])]
Skipped: apexfakt.lin44.host25.com REASON: Domain apexfakt.lin44.host25.com not resolving on our name servers or domain ignored.

USER: floorfit
floor-fitness.net
[('floor-fitness.net', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=floor-fitness.net
Domain floor-fitness.net is using correct SPF
Line:  24 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
Domain floor-fitness.net is using correct SPF
Line:  63 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 18
TODO: mail.domain.tld needs to be A record! Line: 20
floorfit.lin44.host25.com
[('floorfit.lin44.host25.com', ['178.218.166.201'])]
Skipped: floorfit.lin44.host25.com REASON: Domain floorfit.lin44.host25.com not resolving on our name servers or domain ignored.

USER: wolushcr
wolushcro.com
False
Skipped: wolushcro.com REASON: Domain wolushcro.com not resolving on our name servers or domain ignored.
wolushcr.lin44.host25.com
[('wolushcr.lin44.host25.com', ['178.218.166.201'])]
Skipped: wolushcr.lin44.host25.com REASON: Domain wolushcr.lin44.host25.com not resolving on our name servers or domain ignored.

USER: elektron
elektronickeknjige.com
[('elektronickeknjige.com', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=elektronickeknjige.com
Domain elektronickeknjige.com is using correct SPF
Line:  23 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
Domain elektronickeknjige.com is using correct SPF
Line:  82 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
Domain elektronickeknjige.com is using correct SPF
Line:  83 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 17
TODO: mail.domain.tld needs to be A record! Line: 19
dpkm.org
[('aspmx.l.google.com', ['173.194.76.26']), ('alt1.aspmx.l.google.com', ['74.125.205.26']), ('alt2.aspmx.l.google.com', ['74.125.68.26']), ('alt3.aspmx.l.google.com', ['108.177.97.27']), ('alt4.aspmx.l.google.com', ['74.125.195.27'])]
Executing whmapi1 dumpzone domain=dpkm.org
TODO: SPF CHECK - name: dpkm.org. 
{'name': 'dpkm.org.', 'type': 'TXT', 'txtdata': 'v=spf1 include:_spf.google.com ~all', 'char_str_list': ['"v=spf1 include:_spf.google.com ~all"'], 'ttl': 14400, 'Line': 23, 'unencoded': 1, 'class': 'IN'}
DOING MX RECORD CHECK
elektron.lin44.host25.com
[('elektron.lin44.host25.com', ['178.218.166.201'])]
Skipped: elektron.lin44.host25.com REASON: Domain elektron.lin44.host25.com not resolving on our name servers or domain ignored.

USER: divlabhr
divlab.hr
[('divlab.hr', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=divlab.hr
Domain divlab.hr is using correct SPF
Line:  24 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 18
TODO: mail.domain.tld needs to be A record! Line: 20
divlabhr.lin44.host25.com
[('divlabhr.lin44.host25.com', ['178.218.166.201'])]
Skipped: divlabhr.lin44.host25.com REASON: Domain divlabhr.lin44.host25.com not resolving on our name servers or domain ignored.

USER: akutasti
akutastik.com
[('akutastik.com', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=akutastik.com
Domain akutastik.com is using correct SPF
Line:  24 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
Domain akutastik.com is using correct SPF
Line:  83 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
Domain akutastik.com is using correct SPF
Line:  84 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 18
TODO: mail.domain.tld needs to be A record! Line: 20
leona.hr
[('leona.hr', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=leona.hr
Domain leona.hr is using correct SPF
Line:  25 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 19
TODO: mail.domain.tld needs to be A record! Line: 21
sia.com.hr
[('sia.com.hr', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=sia.com.hr
Domain sia.com.hr is using correct SPF
Line:  24 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 18
TODO: mail.domain.tld needs to be A record! Line: 20
acoustica.com.hr
False
Skipped: acoustica.com.hr REASON: Domain acoustica.com.hr not resolving on our name servers or domain ignored.
akutasti.lin44.host25.com
[('akutasti.lin44.host25.com', ['178.218.166.201'])]
Skipped: akutasti.lin44.host25.com REASON: Domain akutasti.lin44.host25.com not resolving on our name servers or domain ignored.

USER: eurolimb
eurolimbus.hr
[('aspmx.l.google.com', ['173.194.76.26']), ('alt1.aspmx.l.google.com', ['74.125.205.26']), ('alt2.aspmx.l.google.com', ['74.125.68.26']), ('alt3.aspmx.l.google.com', ['108.177.97.27']), ('alt4.aspmx.l.google.com', ['74.125.195.27'])]
Executing whmapi1 dumpzone domain=eurolimbus.hr
TODO: SPF CHECK - name: eurolimbus.hr. 
{'name': 'eurolimbus.hr.', 'type': 'TXT', 'txtdata': 'v=spf1 +a +mx +ip4:178.218.166.201 +include:_spf.google.com ~all', 'char_str_list': ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:_spf.google.com ~all"'], 'ttl': 14400, 'Line': 18, 'unencoded': 1, 'class': 'IN'}
TODO: SPF CHECK - name: minibusworld.eurolimbus.hr. 
{'name': 'minibusworld.eurolimbus.hr.', 'type': 'TXT', 'txtdata': 'v=spf1 +a +mx +ip4:178.218.166.201 +include:_spf.google.com ~all', 'char_str_list': ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:_spf.google.com ~all"'], 'ttl': 14400, 'Line': 70, 'unencoded': 1, 'class': 'IN'}
TODO: SPF CHECK - name: minibushr.eurolimbus.hr. 
{'name': 'minibushr.eurolimbus.hr.', 'type': 'TXT', 'txtdata': 'v=spf1 +a +mx +ip4:178.218.166.201 +include:_spf.google.com ~all', 'char_str_list': ['"v=spf1 +a +mx +ip4:178.218.166.201 +include:_spf.google.com ~all"'], 'ttl': 14400, 'Line': 71, 'unencoded': 1, 'class': 'IN'}
DOING MX RECORD CHECK
TODO: mail.domain.tld needs to be A record! Line: 15
minibusworld.hr
False
Skipped: minibusworld.hr REASON: Domain minibusworld.hr not resolving on our name servers or domain ignored.
minibusworld.eu
[('minibusworld.eu', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=minibusworld.eu
TODO: SPF CHECK - name: minibusworld.eu. 
{'name': 'minibusworld.eu.', 'type': 'TXT', 'txtdata': 'v=spf1 a mx include:mojsite.com ?all', 'char_str_list': ['"v=spf1 a mx include:mojsite.com ?all"'], 'ttl': 14400, 'Line': 24, 'unencoded': 1, 'class': 'IN'}
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 18
TODO: mail.domain.tld needs to be A record! Line: 20
eurolimb.lin44.host25.com
[('eurolimb.lin44.host25.com', ['178.218.166.201'])]
Skipped: eurolimb.lin44.host25.com REASON: Domain eurolimb.lin44.host25.com not resolving on our name servers or domain ignored.

USER: lovelyda
filmslikenoothers.com
[('filmslikenoothers.com', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=filmslikenoothers.com
Domain filmslikenoothers.com is using correct SPF
Line:  23 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 18
TODO: mail.domain.tld needs to be A record! Line: 20
lovelyda.lin44.host25.com
[('lovelyda.lin44.host25.com', ['178.218.166.201'])]
Skipped: lovelyda.lin44.host25.com REASON: Domain lovelyda.lin44.host25.com not resolving on our name servers or domain ignored.

USER: kodadric
kodadri.com
[('kodadri.com', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=kodadri.com
Domain kodadri.com is using correct SPF
Line:  24 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
Domain kodadri.com is using correct SPF
Line:  103 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
Domain kodadri.com is using correct SPF
Line:  104 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
Domain kodadri.com is using correct SPF
Line:  105 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 18
TODO: mail.domain.tld needs to be A record! Line: 20
kodadric.lin44.host25.com
[('kodadric.lin44.host25.com', ['178.218.166.201'])]
Skipped: kodadric.lin44.host25.com REASON: Domain kodadric.lin44.host25.com not resolving on our name servers or domain ignored.

USER: cerashco
cerash.com
[('cerash.com', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=cerash.com
TODO: SPF CHECK - name: cerash.com. 
{'name': 'cerash.com.', 'type': 'TXT', 'txtdata': 'v=spf1 +a +mx +ip4:178.218.166.201 ~all', 'char_str_list': ['"v=spf1 +a +mx +ip4:178.218.166.201 ~all"'], 'ttl': 14400, 'Line': 112, 'unencoded': 1, 'class': 'IN'}
TODO: SPF CHECK - name: komunikacijskiured.cerash.com. 
{'name': 'komunikacijskiured.cerash.com.', 'type': 'TXT', 'txtdata': 'v=spf1 +a +mx +ip4:178.218.166.201 ~all', 'char_str_list': ['"v=spf1 +a +mx +ip4:178.218.166.201 ~all"'], 'ttl': 14400, 'Line': 113, 'unencoded': 1, 'class': 'IN'}
TODO: SPF CHECK - name: commofficehr.cerash.com. 
{'name': 'commofficehr.cerash.com.', 'type': 'TXT', 'txtdata': 'v=spf1 +a +mx +ip4:178.218.166.201 ~all', 'char_str_list': ['"v=spf1 +a +mx +ip4:178.218.166.201 ~all"'], 'ttl': 14400, 'Line': 114, 'unencoded': 1, 'class': 'IN'}
TODO: SPF CHECK - name: kata.cerash.com. 
{'name': 'kata.cerash.com.', 'type': 'TXT', 'txtdata': 'v=spf1 +a +mx +ip4:178.218.166.201 ~all', 'char_str_list': ['"v=spf1 +a +mx +ip4:178.218.166.201 ~all"'], 'ttl': 14400, 'Line': 115, 'unencoded': 1, 'class': 'IN'}
TODO: SPF CHECK - name: commoffice.cerash.com. 
{'name': 'commoffice.cerash.com.', 'type': 'TXT', 'txtdata': 'v=spf1 +a +mx +ip4:178.218.166.201 ~all', 'char_str_list': ['"v=spf1 +a +mx +ip4:178.218.166.201 ~all"'], 'ttl': 14400, 'Line': 116, 'unencoded': 1, 'class': 'IN'}
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 15
TODO: mail.domain.tld needs to be A record! Line: 16
komunikacijskiured.hr
[('komunikacijskiured.hr', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=komunikacijskiured.hr
TODO: SPF CHECK - name: komunikacijskiured.hr. 
{'name': 'komunikacijskiured.hr.', 'type': 'TXT', 'txtdata': 'v=spf1 +a +mx +ip4:178.218.166.201 ~all', 'char_str_list': ['"v=spf1 +a +mx +ip4:178.218.166.201 ~all"'], 'ttl': 300, 'Line': 18, 'unencoded': 1, 'class': 'IN'}
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 14
TODO: mail.domain.tld needs to be A record! Line: 15
commoffice.co
[('commoffice.co', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=commoffice.co
TODO: SPF CHECK - name: commoffice.co. 
{'name': 'commoffice.co.', 'type': 'TXT', 'txtdata': 'v=spf1 +a +mx +ip4:178.218.166.201 ~all', 'char_str_list': ['"v=spf1 +a +mx +ip4:178.218.166.201 ~all"'], 'ttl': 300, 'Line': 18, 'unencoded': 1, 'class': 'IN'}
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 14
TODO: mail.domain.tld needs to be A record! Line: 15
commoffice.hr
[('commoffice-hr.mail.protection.outlook.com', ['104.47.10.36', '104.47.9.36'])]
Executing whmapi1 dumpzone domain=commoffice.hr
TODO: SPF CHECK - name: commoffice.hr. 
{'name': 'commoffice.hr.', 'type': 'TXT', 'txtdata': 'v=spf1 +a +mx +ip4:178.218.166.201 ~all', 'char_str_list': ['"v=spf1 +a +mx +ip4:178.218.166.201 ~all"'], 'ttl': 300, 'Line': 18, 'unencoded': 1, 'class': 'IN'}
DOING MX RECORD CHECK
TODO: mail.domain.tld needs to be A record! Line: 15

USER: valaltah
valalta.hr
[('mail.valalta.hr', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=valalta.hr
Domain valalta.hr is using correct SPF
Line:  19 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
Domain valalta.hr is using correct SPF
Line:  81 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
Domain valalta.hr is using correct SPF
Line:  82 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
valaltah.lin44.host25.com
[('valaltah.lin44.host25.com', ['178.218.166.201'])]
Skipped: valaltah.lin44.host25.com REASON: Domain valaltah.lin44.host25.com not resolving on our name servers or domain ignored.

USER: vitalisd
vitalis-doo.hr
[('vitalis-doo.hr', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=vitalis-doo.hr
Domain vitalis-doo.hr is using correct SPF
Line:  23 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
Domain vitalis-doo.hr is using correct SPF
Line:  62 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 17
TODO: mail.domain.tld needs to be A record! Line: 19
police-doo.hr
False
Skipped: police-doo.hr REASON: Domain police-doo.hr not resolving on our name servers or domain ignored.
vitalisd.lin44.host25.com
[('vitalisd.lin44.host25.com', ['178.218.166.201'])]
Skipped: vitalisd.lin44.host25.com REASON: Domain vitalisd.lin44.host25.com not resolving on our name servers or domain ignored.

USER: implantc
implant-centre-masnic.com
[('implant-centre-masnic.com', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=implant-centre-masnic.com
Domain implant-centre-masnic.com is using correct SPF
Line:  24 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
Domain implant-centre-masnic.com is using correct SPF
Line:  64 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 18
TODO: mail.domain.tld needs to be A record! Line: 20
dentalmasnic.com
[('dentalmasnic.com', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=dentalmasnic.com
Domain dentalmasnic.com is using correct SPF
Line:  24 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 18
TODO: mail.domain.tld needs to be A record! Line: 20
implantc.lin44.host25.com
[('implantc.lin44.host25.com', ['178.218.166.201'])]
Skipped: implantc.lin44.host25.com REASON: Domain implantc.lin44.host25.com not resolving on our name servers or domain ignored.

USER: msdesig
ms-design.hr
[('ms-design.hr', ['178.218.166.210'])]
Executing whmapi1 dumpzone domain=ms-design.hr
Domain ms-design.hr is using correct SPF
Line:  30 Data:  v=spf1 +a +mx +ip4:178.218.166.210 +ip4:178.218.166.201 +include:mojsite.com +include:mail.iskon.hr -all
Domain ms-design.hr is using correct SPF
Line:  102 Data:  v=spf1 +a +mx +ip4:178.218.166.210 +ip4:178.218.166.201 +include:mojsite.com +include:mail.iskon.hr -all
Domain ms-design.hr is using correct SPF
Line:  105 Data:  v=spf1 +a +mx +ip4:178.218.166.210 +ip4:178.218.166.201 +include:mojsite.com +include:mail.iskon.hr -all
Domain ms-design.hr is using correct SPF
Line:  106 Data:  v=spf1 +a +mx +ip4:178.218.166.210 +ip4:178.218.166.201 +include:mojsite.com +include:mail.iskon.hr -all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 18
TODO: mail.domain.tld needs to be A record! Line: 28
ms-hydroprotect.com.hr
[('ms-hydroprotect.com.hr', ['178.218.166.210'])]
Executing whmapi1 dumpzone domain=ms-hydroprotect.com.hr
TODO: SPF CHECK - name: ms-hydroprotect.com.hr. 
{'name': 'ms-hydroprotect.com.hr.', 'type': 'TXT', 'txtdata': 'v=spf1 a mx include:mojsite.com ?all', 'char_str_list': ['"v=spf1 a mx include:mojsite.com ?all"'], 'ttl': 300, 'Line': 18, 'unencoded': 1, 'class': 'IN'}
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 14
TODO: mail.domain.tld needs to be A record! Line: 15

USER: pticahr
ptica.hr
[('ptica.hr', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=ptica.hr
Domain ptica.hr is using correct SPF
Line:  23 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 17
TODO: mail.domain.tld needs to be A record! Line: 19
pticahr.lin44.host25.com
[('pticahr.lin44.host25.com', ['178.218.166.201'])]
Skipped: pticahr.lin44.host25.com REASON: Domain pticahr.lin44.host25.com not resolving on our name servers or domain ignored.

USER: apartma1
apartmani-necujam.com
[('apartmani-necujam.com', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=apartmani-necujam.com
Domain apartmani-necujam.com is using correct SPF
Line:  24 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 18
TODO: mail.domain.tld needs to be A record! Line: 20
apartma1.lin44.host25.com
[('apartma1.lin44.host25.com', ['178.218.166.201'])]
Skipped: apartma1.lin44.host25.com REASON: Domain apartma1.lin44.host25.com not resolving on our name servers or domain ignored.

USER: apartma2
apartmani-podstrana.com
[('apartmani-podstrana.com', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=apartmani-podstrana.com
Domain apartmani-podstrana.com is using correct SPF
Line:  24 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 18
TODO: mail.domain.tld needs to be A record! Line: 20
apartma2.lin44.host25.com
[('apartma2.lin44.host25.com', ['178.218.166.201'])]
Skipped: apartma2.lin44.host25.com REASON: Domain apartma2.lin44.host25.com not resolving on our name servers or domain ignored.

USER: planhr
10plan.hr
[('10plan.hr', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=10plan.hr
Domain 10plan.hr is using correct SPF
Line:  24 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 18
TODO: mail.domain.tld needs to be A record! Line: 20
planhr.lin44.host25.com
[('planhr.lin44.host25.com', ['178.218.166.201'])]
Skipped: planhr.lin44.host25.com REASON: Domain planhr.lin44.host25.com not resolving on our name servers or domain ignored.

USER: fugehr
fuge.hr
[('fuge.hr', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=fuge.hr
Domain fuge.hr is using correct SPF
Line:  24 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
Domain fuge.hr is using correct SPF
Line:  63 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 18
TODO: mail.domain.tld needs to be A record! Line: 20
fugehr.lin44.host25.com
[('fugehr.lin44.host25.com', ['178.218.166.201'])]
Skipped: fugehr.lin44.host25.com REASON: Domain fugehr.lin44.host25.com not resolving on our name servers or domain ignored.

USER: pergulco
pergul.com
[('pergul.com', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=pergul.com
Domain pergul.com is using correct SPF
Line:  23 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 17
TODO: mail.domain.tld needs to be A record! Line: 19
pergulco.lin44.host25.com
[('pergulco.lin44.host25.com', ['178.218.166.201'])]
Skipped: pergulco.lin44.host25.com REASON: Domain pergulco.lin44.host25.com not resolving on our name servers or domain ignored.

USER: medvjedi
medvjedici.eu
[('medvjedici.eu', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=medvjedici.eu
Domain medvjedici.eu is using correct SPF
Line:  24 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
Domain medvjedici.eu is using correct SPF
Line:  123 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
Domain medvjedici.eu is using correct SPF
Line:  124 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
Domain medvjedici.eu is using correct SPF
Line:  125 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
Domain medvjedici.eu is using correct SPF
Line:  126 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 18
TODO: mail.domain.tld needs to be A record! Line: 20
javnesluzbe.hr
[('javnesluzbe.hr', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=javnesluzbe.hr
Domain javnesluzbe.hr is using correct SPF
Line:  25 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 19
TODO: mail.domain.tld needs to be A record! Line: 21
hlapicevducan.eu
[('hlapicevducan.eu', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=hlapicevducan.eu
Domain hlapicevducan.eu is using correct SPF
Line:  24 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 18
TODO: mail.domain.tld needs to be A record! Line: 20
drveneposude.eu
[('drveneposude.eu', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=drveneposude.eu
Domain drveneposude.eu is using correct SPF
Line:  24 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 18
TODO: mail.domain.tld needs to be A record! Line: 20
djecja.tv
[('djecja.tv', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=djecja.tv
Domain djecja.tv is using correct SPF
Line:  24 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 18
TODO: mail.domain.tld needs to be A record! Line: 20
medvjedi.lin44.host25.com
[('medvjedi.lin44.host25.com', ['178.218.166.201'])]
Skipped: medvjedi.lin44.host25.com REASON: Domain medvjedi.lin44.host25.com not resolving on our name servers or domain ignored.

USER: mariccom
maric.com.hr
[('maric.com.hr', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=maric.com.hr
TODO: SPF CHECK - name: maric.com.hr. 
{'name': 'maric.com.hr.', 'type': 'TXT', 'txtdata': 'v=spf1 +a +mx +ip4:178.218.166.201 +ip4:188.138.72.172 ~all', 'char_str_list': ['"v=spf1 +a +mx +ip4:178.218.166.201 +ip4:188.138.72.172 ~all"'], 'ttl': 14400, 'Line': 30, 'unencoded': 1, 'class': 'IN'}
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 18
TODO: mail.domain.tld needs to be A record! Line: 28
mariccom.lite.host25.com
[('mariccom.lite.host25.com', ['178.218.166.201'])]
Skipped: mariccom.lite.host25.com REASON: Domain mariccom.lite.host25.com not resolving on our name servers or domain ignored.

USER: archipel
archipelago-charter.com
[('aspmx2.googlemail.com', ['74.125.205.26']), ('aspmx3.googlemail.com', ['74.125.68.27']), ('aspmx.l.google.com', ['173.194.76.26']), ('alt1.aspmx.l.google.com', ['74.125.205.26']), ('alt2.aspmx.l.google.com', ['74.125.68.26'])]
Executing whmapi1 dumpzone domain=archipelago-charter.com
Domain archipelago-charter.com is using correct SPF
Line:  18 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
Domain archipelago-charter.com is using correct SPF
Line:  81 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
Domain archipelago-charter.com is using correct SPF
Line:  82 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: mail.domain.tld needs to be A record! Line: 15
archipelago.hr
[('alt2.aspmx.l.google.com', ['74.125.68.26']), ('aspmx2.googlemail.com', ['74.125.205.26']), ('aspmx3.googlemail.com', ['74.125.68.27']), ('aspmx.l.google.com', ['173.194.76.26']), ('alt1.aspmx.l.google.com', ['74.125.205.26'])]
Executing whmapi1 dumpzone domain=archipelago.hr
Domain archipelago.hr is using correct SPF
Line:  19 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: mail.domain.tld needs to be A record! Line: 16
archipelago-tours.com
[('archipelago-tours.com', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=archipelago-tours.com
Domain archipelago-tours.com is using correct SPF
Line:  25 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
TODO: MX Needs fixing to mail.DOMAIN.TLD! MX entry line number: 19
TODO: mail.domain.tld needs to be A record! Line: 21
archipel.lin44.host25.com
[('archipel.lin44.host25.com', ['178.218.166.201'])]
Skipped: archipel.lin44.host25.com REASON: Domain archipel.lin44.host25.com not resolving on our name servers or domain ignored.

USER: igremladih
igremladih.com
[('igremladih.com', ['178.218.166.201'])]
Executing whmapi1 dumpzone domain=igremladih.com
Domain igremladih.com is using correct SPF
Line:  24 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
Domain igremladih.com is using correct SPF
Line:  84 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
Domain igremladih.com is using correct SPF
Line:  85 Data:  v=spf1 +a +mx +ip4:178.218.166.201 +include:mojsite.com ~all
DOING MX RECORD CHECK
